emb_x,emb_y,NoOfAttributes,NoOfClasses,DataSetSize,AttributeType,EntropyLabel,AvgEntrophyFeatures,AvgCorelationBetFeatures,2_6_8_TrainingAccuracy,2_6_8_TestAccuracy,1_5_0_TrainingAccuracy,1_5_0_TestAccuracy,2_6_20_TrainingAccuracy,2_6_20_TestAccuracy,Accuracy,Legal
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,2.96E-36,0
0.92030823,0.9948907,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.5201332,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,8.79E-33,0
0.80934095,0.9981187,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.52802545,1
-0.99999976,-0.99995786,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,1.76E-33,0
0.85193104,0.9977565,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.47716996,1
-0.99999976,-0.9999927,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,8.27E-33,0
0.932896,0.99238926,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.505592,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,1.81E-37,0
0.6071184,0.3750264,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.46177056,1
-0.9996914,0.9994441,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,1.81E-26,0
0.62012714,0.5682076,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.44842517,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,4.63E-32,0
0.4337786,0.46522376,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.47221285,1
0.80281055,0.4835186,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.003821565,0
0.74534774,-0.02360114,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.4882124,1
-0.99999666,-0.9998858,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,6.61E-33,0
0.43489006,-0.069001,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.56523037,1
0.7996861,0.5507095,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.000329088,0
0.5273775,0.7323726,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.5409909,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,2.82E-36,0
0.9019927,0.995633,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.47277662,1
-0.9999996,-0.9999964,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,1.88E-32,0
0.7598196,0.025813814,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.5196355,1
-0.99999976,0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,2.31E-26,0
0.9947955,0.9463961,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.5049503,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,3.41E-32,0
-0.09986557,0.7156339,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.5072265,1
-0.9999642,-0.99558705,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,7.02E-32,0
0.5477869,0.31634617,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.48497406,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,2.89E-32,0
0.4497339,0.5888079,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.48802057,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,6.19E-33,0
0.25577608,0.24663062,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.49029607,1
-0.99977297,0.9974768,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,3.05E-26,0
0.8901209,0.32602915,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.44992733,1
0.7550819,0.5068146,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.000410528,0
0.87689286,0.25372645,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.4490676,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,5.23E-32,0
-0.09283215,0.22982879,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.5022741,1
-0.21298164,0.5210919,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.002137245,0
0.74514866,0.098440774,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.47353873,1
0.8954702,0.92344075,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,2.45E-07,0
0.8710981,0.2192462,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.46938613,1
0.8365594,0.52229226,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.009268941,0
0.26982233,0.4581622,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.45715213,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,2.32E-34,0
0.08093205,0.6416896,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.50171256,1
0.9064548,0.71515065,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.001106799,0
0.86696607,0.9967529,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.48454466,1
-0.9999793,-0.9999982,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,2.73E-33,0
0.7196298,0.9976333,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.5591797,1
-0.99573904,-0.7497281,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,1.98E-25,0
0.577327,0.40320852,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.4758537,1
-0.99999976,-0.99999976,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,1.74E-32,0
0.7276073,0.25755855,0.75,0,0.001704099,1,0.99708533,0,0.7345509,0.85294116,0.44827586,0.71568626,0.6551724,0.9607843,0.62068963,0.9655132,1
0.43106404,0.9162612,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,7.89E-06,0
0.8510191,0.36172706,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9668538,1
-0.9987074,0.99894536,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,4.19E-27,0
0.14371398,0.6800221,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96846706,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,5.39E-37,0
0.6008147,-0.252559,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9721519,1
-0.92468417,0.9855697,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,4.01E-24,0
0.8121497,0.08072319,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9687432,1
-0.9997452,-0.9963306,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,5.33E-37,0
-0.24671286,0.604755,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.90937924,1
-0.2702765,-0.47912773,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.67E-10,0
0.98097205,0.9683785,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9687167,1
-0.99999976,0.99999917,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,9.37E-27,0
0.99711645,0.9285018,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96765655,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,2.89E-37,0
0.661719,0.64002794,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96433395,1
-0.99999976,0.9999879,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,6.27E-27,0
0.26998177,0.39900893,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.97541296,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.12E-37,0
0.7568767,0.997853,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.92526513,1
0.25462586,0.6328169,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.001940874,0
0.14390169,0.3916756,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.97156876,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.27E-37,0
0.9989875,0.8816989,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96151954,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,3.81E-37,0
0.21191823,0.39399698,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.97290415,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,6.97E-38,0
0.96427315,0.97720885,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9661154,1
0.2924427,0.029198404,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,6.97E-05,0
0.67215866,0.05086181,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96702206,1
-0.9999794,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0,0
0.19517913,0.7853315,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9526361,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.15E-37,0
0.85193104,0.9977565,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9575989,1
-0.9993539,0.9989005,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.31E-26,0
0.83428425,0.29184946,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9695509,1
-0.8686883,0.9903547,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,2.48E-23,0
0.39280528,0.5352861,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9719409,1
-0.8512523,0.9658896,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,8.43E-22,0
0.8312806,0.99803305,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9579678,1
0.66842014,0.82377654,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.000105535,0
0.9891413,0.95983297,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.97747815,1
0.4448657,0.34881058,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.008470201,0
0.87689286,0.25372645,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9723856,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,2.92E-37,0
0.85193104,0.9977565,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9653257,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,8.00E-38,0
0.59995216,0.21353433,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.97046554,1
-0.9989031,-0.9998432,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,7.98E-37,0
0.85193104,0.9977565,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9742131,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,4.73E-37,0
0.95397896,0.9831585,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.95800805,1
-0.99697655,0.99538314,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,9.26E-28,0
0.007725084,0.5826991,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.972779,1
-0.9999501,-0.99383163,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.23E-36,0
0.32733244,0.40495497,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.97207445,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,3.75E-37,0
0.9989875,0.8816989,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96941257,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,2.56E-37,0
0.98097205,0.9683785,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96573645,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,2.27E-37,0
0.99711645,0.9285018,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9701629,1
0.38419664,0.8727015,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,2.87E-05,0
0.96427315,0.97720885,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96261895,1
0.23597197,0.9109423,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.000467735,0
0.47531435,0.3014177,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9784807,1
0.76580286,0.47157875,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,3.70E-05,0
0.49401024,0.7401187,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96441364,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.26E-37,0
0.9947955,0.9463961,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9796026,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.01E-36,0
0.94320023,0.98851687,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9541613,1
0.73717517,0.43077546,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,2.13E-05,0
0.9947955,0.9463961,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9677151,1
-0.4170774,0.98184556,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,4.35E-13,0
0.8488305,0.24801843,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96809006,1
-0.9887886,0.9982707,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.42E-27,0
0.65991205,0.5127759,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.974007,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.21E-36,0
0.92030823,0.9948907,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9432326,1
0.7763488,0.49109167,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,5.45E-05,0
-0.38618985,0.1513684,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.96573037,1
-0.99999976,-0.9999995,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,2.66E-37,0
-0.19660574,0.106020145,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9715362,1
-0.9999628,0.9998555,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,4.60E-27,0
0.49984553,-0.033151466,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.965457,1
0.017314577,0.45916674,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.000382506,0
0.8312806,0.99803305,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.95817375,1
-0.99970067,0.99695927,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,3.76E-27,0
0.7356987,-0.0474682,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9745745,1
-0.99999976,-0.99999976,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,5.71E-38,0
-0.18877578,0.6534732,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9126665,1
-0.99982524,-0.99999934,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.85E-37,0
0.7196298,0.9976333,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9270677,1
-0.9801581,-0.06546857,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,5.39E-07,0
0.9282142,0.5636633,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.95680285,1
0.68233746,0.88852406,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.27E-06,0
0.9989875,0.8816989,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.964894,1
-0.99984235,0.9963571,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,1.55E-26,0
0.88320404,0.9957489,1,0.25,1,0,0,0.15927052,0.2145507,0.9696992,0.971516,0.9657799,0.9657261,0.9748202,0.97424465,0.9963237,1
-0.99999976,-0.99999976,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,1.35E-28,0
0.14811035,0.05627015,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.9986665,1
0.8715354,0.73173314,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,3.35E-05,0
0.9947955,0.9463961,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.9972356,1
0.32894257,0.87644583,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.000721028,0
0.6734102,0.9973334,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.9827877,1
-0.98538935,0.9934579,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,1.53E-27,0
0.9989875,0.8816989,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.9897882,1
-0.99999976,-0.99999976,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,6.26E-29,0
0.9983399,0.9076684,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.9953583,1
0.34150663,0.19760908,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.000842428,0
0.9947955,0.9463961,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.997072,1
-0.9996274,-0.964327,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,3.29E-36,0
0.6184074,0.29560512,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,0.9995677,1
-0.99999976,0.99999905,0.25,0,0.018066114,0,0.9844884,0.44379607,0,1,1,0.9888551,0.98545456,1,1,2.20E-27,0
