num_layers,num_node1,num_node2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,test_acc
1,7,0,0,0,0,0,1,0,0,0,0,0,0.544080138
2,14,2,0,0,0,0,1,0,0,0,0,0,0.574884236
1,7,0,0,0,0,0,1,0,0,0,0,0,0.515921772
2,20,11,0,0,0,0,1,0,0,0,0,0,0.706226945
1,1,0,0,0,0,0,1,0,0,0,0,0,0.443163574
1,10,0,0,0,0,0,1,0,0,0,0,0,0.597656608
1,23,0,0,0,0,0,1,0,0,0,0,0,0.607389212
1,1,0,0,0,0,0,0,1,0,0,0,0,0.800000012
2,10,9,0,0,0,0,0,1,0,0,0,0,0.833333313
1,21,0,0,0,0,0,0,1,0,0,0,0,0.800000012
1,12,0,0,0,0,0,0,1,0,0,0,0,0.793333352
1,8,0,0,0,0,0,0,1,0,0,0,0,0.806666672
1,17,0,0,0,0,0,0,1,0,0,0,0,0.793333352
2,4,21,0,0,0,0,0,1,0,0,0,0,0.806666672
1,1,0,0,0,0,0,0,1,0,0,0,0,0.800000012
1,21,0,0,0,0,0,0,1,0,0,0,0,0.800000012
1,1,0,0,0,0,0,0,1,0,0,0,0,0.793333352
1,23,0,0,0,0,0,0,1,0,0,0,0,0.800000012
1,10,0,0,0,0,0,0,1,0,0,0,0,0.800000012
1,9,0,0,0,0,0,0,1,0,0,0,0,0.800000012
1,3,0,0,0,0,0,0,1,0,0,0,0,0.793333352
1,9,0,0,0,0,0,0,1,0,0,0,0,0.793333352
2,11,6,0,0,0,0,0,1,0,0,0,0,0.826666653
1,16,0,0,0,0,0,0,1,0,0,0,0,0.800000012
2,8,5,0,0,0,0,0,1,0,0,0,0,0.819999993
2,6,12,0,0,0,0,0,1,0,0,0,0,0.826666653
2,4,13,0,0,0,0,0,1,0,0,0,0,0.806666672
2,20,20,0,0,0,0,0,1,0,0,0,0,0.833333313
2,19,19,0,0,0,0,0,1,0,0,0,0,0.819999993
2,17,17,0,0,0,0,0,1,0,0,0,0,0.826666653
2,7,18,0,0,0,0,0,1,0,0,0,0,0.826666653
2,20,10,0,0,0,0,0,1,0,0,0,0,0.819999993
2,15,16,0,0,0,0,0,1,0,0,0,0,0.833333313
1,22,0,0,0,0,0,0,1,0,0,0,0,0.813333333
2,10,4,0,0,0,0,0,1,0,0,0,0,0.819999993
2,12,16,0,0,0,0,0,1,0,0,0,0,0.833333313
2,10,6,0,0,0,0,0,1,0,0,0,0,0.826666653
2,19,13,0,0,0,0,0,1,0,0,0,0,0.826666653
2,19,21,0,0,0,0,0,1,0,0,0,0,0.833333313
2,23,1,0,0,0,0,0,1,0,0,0,0,0.793333352
1,7,0,0,0,0,0,0,1,0,0,0,0,0.793333352
1,14,0,0,0,0,0,0,1,0,0,0,0,0.800000012
2,14,6,0,0,0,0,0,1,0,0,0,0,0.826666653
2,16,14,0,0,0,0,0,1,0,0,0,0,0.826666653
2,11,22,0,0,0,0,0,1,0,0,0,0,0.833333313
1,5,0,0,0,0,0,0,1,0,0,0,0,0.800000012
2,2,4,0,0,0,0,0,1,0,0,0,0,0.826666653
2,17,15,0,0,0,0,0,1,0,0,0,0,0.819999993
2,17,2,0,0,0,0,0,1,0,0,0,0,0.826666653
1,19,0,0,0,0,0,0,1,0,0,0,0,0.786666691
1,12,0,0,0,0,0,0,1,0,0,0,0,0.819999993
1,19,0,0,0,0,0,0,1,0,0,0,0,0.806666672
2,8,18,0,0,0,0,0,1,0,0,0,0,0.806666672
2,12,13,0,0,0,0,0,1,0,0,0,0,0.826666653
2,4,23,0,0,0,0,0,1,0,0,0,0,0.819999993
1,15,0,0,0,0,0,0,1,0,0,0,0,0.800000012
1,8,0,0,0,0,0,0,1,0,0,0,0,0.800000012
2,3,22,0,0,0,0,0,0,1,0,0,0,0.6875
2,9,2,0,0,0,0,0,0,1,0,0,0,0.6875
2,17,6,0,0,0,0,0,0,1,0,0,0,0.6875
2,15,23,0,0,0,0,0,0,1,0,0,0,0.625
1,13,0,0,0,0,0,0,0,1,0,0,0,0.5625
2,9,5,0,0,0,0,0,0,1,0,0,0,0.625
1,1,0,0,0,0,0,0,0,1,0,0,0,0.5625
1,19,0,0,0,0,0,0,0,1,0,0,0,0.6875
1,15,0,0,0,0,0,0,0,1,0,0,0,0.625
1,2,0,0,0,0,0,0,0,1,0,0,0,0.625
1,1,0,0,0,0,0,0,0,1,0,0,0,0.625
2,8,13,0,0,0,0,0,0,1,0,0,0,0.6875
1,11,0,0,0,0,0,0,0,1,0,0,0,0.75
2,4,15,0,0,0,0,0,0,1,0,0,0,0.6875
1,7,0,0,0,0,0,0,0,1,0,0,0,0.5625
1,10,0,0,0,0,0,0,0,1,0,0,0,0.6875
2,10,5,0,0,0,0,0,0,1,0,0,0,0.6875
2,4,6,0,0,0,0,0,0,1,0,0,0,0.5625
1,18,0,0,0,0,0,0,0,1,0,0,0,0.6875
1,18,0,0,0,0,0,0,0,1,0,0,0,0.625
2,4,15,0,0,0,0,0,0,1,0,0,0,0.5
2,1,14,0,0,0,0,0,0,1,0,0,0,0.5
1,7,0,0,0,0,0,0,0,1,0,0,0,0.625
1,14,0,0,0,0,0,0,0,1,0,0,0,0.625
1,16,0,0,0,0,0,0,0,1,0,0,0,0.625
1,4,0,0,0,0,0,0,0,1,0,0,0,0.6875
2,3,11,0,0,0,0,0,0,1,0,0,0,0.6875
2,10,19,0,0,0,0,0,0,1,0,0,0,0.625
1,11,0,0,0,0,0,0,0,1,0,0,0,0.625
1,19,0,0,0,0,0,0,0,1,0,0,0,0.6875
2,17,17,0,0,0,0,0,0,1,0,0,0,0.625
1,23,0,0,0,0,0,0,0,1,0,0,0,0.75
2,7,16,0,0,0,0,0,0,1,0,0,0,0.6875
2,13,8,0,0,0,0,0,0,1,0,0,0,0.625
1,11,0,0,0,0,0,0,0,1,0,0,0,0.5625
2,20,10,0,0,0,0,0,0,1,0,0,0,0.6875
1,17,0,0,0,0,0,0,0,1,0,0,0,0.6875
2,17,10,0,0,0,0,0,0,1,0,0,0,0.625
2,18,1,0,0,0,0,0,0,1,0,0,0,0.5625
1,19,0,0,0,0,0,0,0,1,0,0,0,0.6875
2,8,2,0,0,0,0,0,0,1,0,0,0,0.5625
1,9,0,0,0,0,0,0,0,1,0,0,0,0.5625
1,2,0,0,0,0,0,0,0,1,0,0,0,0.5625
2,11,2,0,0,0,0,0,0,1,0,0,0,0.5
1,2,0,0,0,0,0,0,0,1,0,0,0,0.625
2,20,10,0,0,0,0,0,0,1,0,0,0,0.625
1,23,0,0,0,0,0,0,0,1,0,0,0,0.6875
1,5,0,0,0,0,0,0,0,1,0,0,0,0.6875
1,10,0,0,0,0,0,0,0,1,0,0,0,0.5625
1,17,0,0,0,0,0,0,0,1,0,0,0,0.625
1,10,0,0,0,0,0,0,0,0,1,0,0,0.165222645
2,3,18,0,0,0,0,0,0,0,1,0,0,0.695847511
1,12,0,0,0,0,0,0,0,0,1,0,0,0.485481262
2,9,11,0,0,0,0,0,0,0,1,0,0,0.54317093
2,22,19,0,0,0,0,0,0,0,1,0,0,0.55944061
2,23,14,0,0,0,0,0,0,0,1,0,0,0.33716297
1,11,0,0,0,0,0,0,0,0,1,0,0,0.878880024
2,1,16,0,0,0,0,0,0,0,1,0,0,0.911401749
2,8,1,0,0,0,0,0,0,0,1,0,0,0.15049458
1,9,0,0,0,0,0,0,0,0,1,0,0,0.348218441
2,12,8,0,0,0,0,0,0,0,1,0,0,0.49378586
1,22,0,0,0,0,0,0,0,0,1,0,0,0.892549515
2,6,6,0,0,0,0,0,0,0,1,0,0,0.61765289
1,4,0,0,0,0,0,0,0,0,1,0,0,0.48974371
1,3,0,0,0,0,0,0,0,0,1,0,0,0.880958319
2,11,4,0,0,0,0,0,0,0,1,0,0,0.662370682
2,7,11,0,0,0,0,0,0,0,1,0,0,0.270571709
1,21,0,0,0,0,0,0,0,0,1,0,0,0.633313179
2,2,16,0,0,0,0,0,0,0,1,0,0,0.38636112
2,14,10,0,0,0,0,0,0,0,1,0,0,0.51340103
1,21,0,0,0,0,0,0,0,0,1,0,0,0.476805687
1,12,0,0,0,0,0,0,0,0,1,0,0,0.687681675
2,2,22,0,0,0,0,0,0,0,1,0,0,0.48239899
1,7,0,0,0,0,0,0,0,0,1,0,0,0.022927761
1,10,0,0,0,0,0,0,0,0,1,0,0,0.556894779
1,10,0,0,0,0,0,0,0,0,1,0,0,0.779718399
2,21,14,0,0,0,0,0,0,0,1,0,0,0.39303207
2,9,16,0,0,0,0,0,0,0,1,0,0,0.0552187
2,2,16,0,0,0,0,0,0,0,1,0,0,0.337298393
2,2,12,0,0,0,0,0,0,0,1,0,0,0.913627148
2,19,18,0,0,0,0,0,0,0,1,0,0,0.5756321
2,3,20,0,0,0,0,0,0,0,1,0,0,0.42106247
1,17,0,0,0,0,0,0,0,0,1,0,0,0.577750206
1,1,0,0,0,0,0,0,0,0,1,0,0,0.521239519
1,21,0,0,0,0,0,0,0,0,1,0,0,0.994630337
1,16,0,0,0,0,0,0,0,0,1,0,0,0.920209885
1,6,0,0,0,0,0,0,0,0,1,0,0,0.10324049
1,12,0,0,0,0,0,0,0,0,1,0,0,0.05556345
1,21,0,0,0,0,0,0,0,0,1,0,0,0.962004662
1,14,0,0,0,0,0,0,0,0,1,0,0,0.476254463
1,6,0,0,0,0,0,0,0,0,1,0,0,0.806248665
1,17,0,0,0,0,0,0,0,0,1,0,0,0.865446091
1,11,0,0,0,0,0,0,0,0,1,0,0,0.653074741
1,13,0,0,0,0,0,0,0,0,1,0,0,0.909118176
1,11,0,0,0,0,0,0,0,0,1,0,0,0.014102936
1,11,0,0,0,0,0,0,0,0,1,0,0,0.552354336
1,11,0,0,0,0,0,0,0,0,1,0,0,0.477674007
2,14,12,0,0,0,0,0,0,0,1,0,0,0.45039558
1,11,0,0,0,0,0,0,0,0,1,0,0,0.142960072
1,11,0,0,0,0,0,0,0,0,1,0,0,0.777941227
1,20,0,0,0,0,0,0,0,0,0,1,0,0.944444418
2,4,22,0,0,0,0,0,0,0,0,1,0,0.888888896
1,4,0,0,0,0,0,0,0,0,0,1,0,0.777777791
1,16,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,12,3,0,0,0,0,0,0,0,0,1,0,0.833333313
1,20,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,17,18,0,0,0,0,0,0,0,0,1,0,0.888888896
1,1,0,0,0,0,0,0,0,0,0,1,0,0.722222209
2,11,7,0,0,0,0,0,0,0,0,1,0,0.888888896
1,8,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,16,15,0,0,0,0,0,0,0,0,1,0,0.888888896
2,13,18,0,0,0,0,0,0,0,0,1,0,0.888888896
1,12,0,0,0,0,0,0,0,0,0,1,0,0.833333313
1,17,0,0,0,0,0,0,0,0,0,1,0,0.777777791
2,9,3,0,0,0,0,0,0,0,0,1,0,0.888888896
2,22,9,0,0,0,0,0,0,0,0,1,0,0.888888896
1,15,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,1,3,0,0,0,0,0,0,0,0,1,0,0.722222209
1,14,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,22,1,0,0,0,0,0,0,0,0,1,0,0.888888896
1,7,0,0,0,0,0,0,0,0,0,1,0,0.777777791
1,21,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,9,23,0,0,0,0,0,0,0,0,1,0,0.833333313
1,2,0,0,0,0,0,0,0,0,0,1,0,0.722222209
1,19,0,0,0,0,0,0,0,0,0,1,0,0.833333313
1,12,0,0,0,0,0,0,0,0,0,1,0,0.888888896
2,20,23,0,0,0,0,0,0,0,0,1,0,0.888888896
2,10,18,0,0,0,0,0,0,0,0,1,0,0.888888896
1,15,0,0,0,0,0,0,0,0,0,1,0,0.833333313
1,20,0,0,0,0,0,0,0,0,0,1,0,0.888888896
1,18,0,0,0,0,0,0,0,0,0,1,0,0.833333313
1,13,0,0,0,0,0,0,0,0,0,1,0,0.833333313
1,16,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,10,4,0,0,0,0,0,0,0,0,1,0,0.944444418
1,10,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,1,23,0,0,0,0,0,0,0,0,1,0,0.777777791
2,8,7,0,0,0,0,0,0,0,0,1,0,0.944444418
1,18,0,0,0,0,0,0,0,0,0,1,0,0.944444418
