emb_x,emb_y,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
-20,14.71698113,0,1,0,0,0,0,0,0,0,0
-20,14.96855346,0,1,0,0,0,0,0,0,0,0
-20,15.22012579,0,1,0,0,0,0,0,0,0,0
-20,15.47169811,0,1,0,0,0,0,0,0,0,0
-20,15.72327044,0,1,0,0,0,0,0,0,0,0
-20,15.97484277,0,1,0,0,0,0,0,0,0,0
-20,16.22641509,0,1,0,0,0,0,0,0,0,0
-20,16.47798742,0,1,0,0,0,0,0,0,0,0
-20,16.72955975,0,1,0,0,0,0,0,0,0,0
-20,16.98113208,0,1,0,0,0,0,0,0,0,0
-20,17.2327044,0,1,0,0,0,0,0,0,0,0
-20,17.48427673,0,1,0,0,0,0,0,0,0,0
-20,17.73584906,0,1,0,0,0,0,0,0,0,0
-20,17.98742138,0,1,0,0,0,0,0,0,0,0
-20,18.23899371,0,1,0,0,0,0,0,0,0,0
-20,18.49056604,0,1,0,0,0,0,0,0,0,0
-20,18.74213836,0,1,0,0,0,0,0,0,0,0
-20,18.99371069,0,1,0,0,0,0,0,0,0,0
-20,19.24528302,0,1,0,0,0,0,0,0,0,0
-20,19.49685535,0,1,0,0,0,0,0,0,0,0
-20,19.74842767,0,1,0,0,0,0,0,0,0,0
-20,20,0,1,0,0,0,0,0,0,0,0
-19.74842767,-20,0,1,0,0,0,0,0,0,0,0
-19.74842767,-19.74842767,0,1,0,0,0,0,0,0,0,0
-19.74842767,-19.49685535,0,1,0,0,0,0,0,0,0,0
-19.74842767,-19.24528302,0,1,0,0,0,0,0,0,0,0
-19.74842767,-18.99371069,0,1,0,0,0,0,0,0,0,0
-19.74842767,-18.74213836,0,1,0,0,0,0,0,0,0,0
-19.74842767,-18.49056604,0,1,0,0,0,0,0,0,0,0
-19.74842767,-18.23899371,0,1,0,0,0,0,0,0,0,0
-19.74842767,-17.98742138,0,1,0,0,0,0,0,0,0,0
-19.74842767,-17.73584906,0,1,0,0,0,0,0,0,0,0
-19.74842767,-17.48427673,0,1,0,0,0,0,0,0,0,0
-19.74842767,-17.2327044,0,1,0,0,0,0,0,0,0,0
-19.74842767,-16.98113208,0,1,0,0,0,0,0,0,0,0
-19.74842767,-16.72955975,0,1,0,0,0,0,0,0,0,0
-19.74842767,-16.47798742,0,1,0,0,0,0,0,0,0,0
-19.74842767,-16.22641509,0,1,0,0,0,0,0,0,0,0
-19.74842767,-15.97484277,0,1,0,0,0,0,0,0,0,0
-19.74842767,-15.72327044,0,1,0,0,0,0,0,0,0,0
-19.74842767,-15.47169811,0,1,0,0,0,0,0,0,0,0
-19.74842767,-15.22012579,0,1,0,0,0,0,0,0,0,0
-19.74842767,-14.96855346,0,1,0,0,0,0,0,0,0,0
-19.74842767,-14.71698113,0,1,0,0,0,0,0,0,0,0
-19.74842767,-14.46540881,0,1,0,0,0,0,0,0,0,0
-19.74842767,-14.21383648,0,1,0,0,0,0,0,0,0,0
-19.74842767,-13.96226415,0,1,0,0,0,0,0,0,0,0
-19.74842767,-13.71069182,0,1,0,0,0,0,0,0,0,0
-19.74842767,-13.4591195,0,1,0,0,0,0,0,0,0,0
-19.74842767,-13.20754717,0,1,0,0,0,0,0,0,0,0
-19.74842767,-12.95597484,0,1,0,0,0,0,0,0,0,0
-19.74842767,-12.70440252,0,1,0,0,0,0,0,0,0,0
-19.74842767,-12.45283019,0,1,0,0,0,0,0,0,0,0
-19.74842767,-12.20125786,0,1,0,0,0,0,0,0,0,0
-19.74842767,-11.94968553,0,1,0,0,0,0,0,0,0,0
-19.74842767,-11.69811321,0,1,0,0,0,0,0,0,0,0
-19.74842767,-11.44654088,0,1,0,0,0,0,0,0,0,0
-19.74842767,-11.19496855,0,1,0,0,0,0,0,0,0,0
-19.74842767,-10.94339623,0,1,0,0,0,0,0,0,0,0
-19.74842767,-10.6918239,0,1,0,0,0,0,0,0,0,0
-19.74842767,-10.44025157,0,1,0,0,0,0,0,0,0,0
-19.74842767,-10.18867925,0,1,0,0,0,0,0,0,0,0
-19.74842767,-9.937106918,0,1,0,0,0,0,0,0,0,0
-19.74842767,-9.685534591,0,1,0,0,0,0,0,0,0,0
-19.74842767,-9.433962264,0,1,0,0,0,0,0,0,0,0
-19.74842767,-9.182389937,0,1,0,0,0,0,0,0,0,0
-19.74842767,-8.93081761,0,1,0,0,0,0,0,0,0,0
-19.74842767,-8.679245283,0,1,0,0,0,0,0,0,0,0
-19.74842767,-8.427672956,0,1,0,0,0,0,0,0,0,0
-19.74842767,-8.176100629,0,1,0,0,0,0,0,0,0,0
-19.74842767,-7.924528302,0,1,0,0,0,0,0,0,0,0
-19.74842767,-7.672955975,0,1,0,0,0,0,0,0,0,0
-19.74842767,-7.421383648,0,1,0,0,0,0,0,0,0,0
-19.74842767,-7.169811321,0,1,0,0,0,0,0,0,0,0
-19.74842767,-6.918238994,0,1,0,0,0,0,0,0,0,0
-19.74842767,-6.666666667,0,1,0,0,0,0,0,0,0,0
-19.74842767,-6.41509434,0,1,0,0,0,0,0,0,0,0
-19.74842767,-6.163522013,0,1,0,0,0,0,0,0,0,0
-19.74842767,-5.911949686,0,1,0,0,0,0,0,0,0,0
-19.74842767,-5.660377358,0,1,0,0,0,0,0,0,0,0
-19.74842767,-5.408805031,0,1,0,0,0,0,0,0,0,0
-19.74842767,-5.157232704,0,1,0,0,0,0,0,0,0,0
-19.74842767,-4.905660377,0,1,0,0,0,0,0,0,0,0
-19.74842767,-4.65408805,0,1,0,0,0,0,0,0,0,0
-19.74842767,-4.402515723,0,1,0,0,0,0,0,0,0,0
-19.74842767,-4.150943396,0,1,0,0,0,0,0,0,0,0
-19.74842767,-3.899371069,0,1,0,0,0,0,0,0,0,0
-19.74842767,-3.647798742,0,1,0,0,0,0,0,0,0,0
-19.74842767,-3.396226415,0,1,0,0,0,0,0,0,0,0
-19.74842767,-3.144654088,0,1,0,0,0,0,0,0,0,0
-19.74842767,-2.893081761,0,1,0,0,0,0,0,0,0,0
-19.74842767,-2.641509434,0,1,0,0,0,0,0,0,0,0
-19.74842767,-2.389937107,0,1,0,0,0,0,0,0,0,0
-19.74842767,-2.13836478,0,1,0,0,0,0,0,0,0,0
-19.74842767,-1.886792453,0,1,0,0,0,0,0,0,0,0
-19.74842767,-1.635220126,0,1,0,0,0,0,0,0,0,0
-19.74842767,-1.383647799,0,1,0,0,0,0,0,0,0,0
-19.74842767,-1.132075472,0,1,0,0,0,0,0,0,0,0
-19.74842767,-0.880503145,0,1,0,0,0,0,0,0,0,0
-19.74842767,-0.628930818,0,1,0,0,0,0,0,0,0,0
-19.74842767,-0.377358491,0,1,0,0,0,0,0,0,0,0
-19.74842767,-0.125786164,0,1,0,0,0,0,0,0,0,0
-19.74842767,0.125786164,0,1,0,0,0,0,0,0,0,0
-19.74842767,0.377358491,0,1,0,0,0,0,0,0,0,0
-19.74842767,0.628930818,0,1,0,0,0,0,0,0,0,0
-19.74842767,0.880503145,0,1,0,0,0,0,0,0,0,0
-19.74842767,1.132075472,0,1,0,0,0,0,0,0,0,0
-19.74842767,1.383647799,0,1,0,0,0,0,0,0,0,0
-19.74842767,1.635220126,0,1,0,0,0,0,0,0,0,0
-19.74842767,1.886792453,0,1,0,0,0,0,0,0,0,0
-19.74842767,2.13836478,0,1,0,0,0,0,0,0,0,0
-19.74842767,2.389937107,0,1,0,0,0,0,0,0,0,0
-19.74842767,2.641509434,0,1,0,0,0,0,0,0,0,0
-19.74842767,2.893081761,0,1,0,0,0,0,0,0,0,0
-19.74842767,3.144654088,0,1,0,0,0,0,0,0,0,0
-19.74842767,3.396226415,0,1,0,0,0,0,0,0,0,0
-19.74842767,3.647798742,0,1,0,0,0,0,0,0,0,0
-19.74842767,3.899371069,0,1,0,0,0,0,0,0,0,0
-19.74842767,4.150943396,0,1,0,0,0,0,0,0,0,0
-19.74842767,4.402515723,0,1,0,0,0,0,0,0,0,0
-19.74842767,4.65408805,0,1,0,0,0,0,0,0,0,0
-19.74842767,4.905660377,0,1,0,0,0,0,0,0,0,0
-19.74842767,5.157232704,0,1,0,0,0,0,0,0,0,0
-19.74842767,5.408805031,0,1,0,0,0,0,0,0,0,0
-19.74842767,5.660377358,0,1,0,0,0,0,0,0,0,0
-19.74842767,5.911949686,0,1,0,0,0,0,0,0,0,0
-19.74842767,6.163522013,0,1,0,0,0,0,0,0,0,0
-19.74842767,6.41509434,0,1,0,0,0,0,0,0,0,0
-19.74842767,6.666666667,0,1,0,0,0,0,0,0,0,0
-19.74842767,6.918238994,0,1,0,0,0,0,0,0,0,0
-19.74842767,7.169811321,0,1,0,0,0,0,0,0,0,0
-19.74842767,7.421383648,0,1,0,0,0,0,0,0,0,0
-19.74842767,7.672955975,0,1,0,0,0,0,0,0,0,0
-19.74842767,7.924528302,0,1,0,0,0,0,0,0,0,0
-19.74842767,8.176100629,0,1,0,0,0,0,0,0,0,0
-19.74842767,8.427672956,0,1,0,0,0,0,0,0,0,0
-19.74842767,8.679245283,0,1,0,0,0,0,0,0,0,0
-19.74842767,8.93081761,0,1,0,0,0,0,0,0,0,0
-19.74842767,9.182389937,0,1,0,0,0,0,0,0,0,0
-19.74842767,9.433962264,0,1,0,0,0,0,0,0,0,0
-19.74842767,9.685534591,0,1,0,0,0,0,0,0,0,0
-19.74842767,9.937106918,0,1,0,0,0,0,0,0,0,0
-19.74842767,10.18867925,0,1,0,0,0,0,0,0,0,0
-19.74842767,10.44025157,0,1,0,0,0,0,0,0,0,0
-19.74842767,10.6918239,0,1,0,0,0,0,0,0,0,0
-19.74842767,10.94339623,0,1,0,0,0,0,0,0,0,0
-19.74842767,11.19496855,0,1,0,0,0,0,0,0,0,0
-19.74842767,11.44654088,0,1,0,0,0,0,0,0,0,0
-19.74842767,11.69811321,0,1,0,0,0,0,0,0,0,0
-19.74842767,11.94968553,0,1,0,0,0,0,0,0,0,0
-19.74842767,12.20125786,0,1,0,0,0,0,0,0,0,0
-19.74842767,12.45283019,0,1,0,0,0,0,0,0,0,0
-19.74842767,12.70440252,0,1,0,0,0,0,0,0,0,0
-19.74842767,12.95597484,0,1,0,0,0,0,0,0,0,0
-19.74842767,13.20754717,0,1,0,0,0,0,0,0,0,0
-19.74842767,13.4591195,0,1,0,0,0,0,0,0,0,0
-19.74842767,13.71069182,0,1,0,0,0,0,0,0,0,0
-19.74842767,13.96226415,0,1,0,0,0,0,0,0,0,0
-19.74842767,14.21383648,0,1,0,0,0,0,0,0,0,0
-19.74842767,14.46540881,0,1,0,0,0,0,0,0,0,0
-19.74842767,14.71698113,0,1,0,0,0,0,0,0,0,0
-19.74842767,14.96855346,0,1,0,0,0,0,0,0,0,0
-19.74842767,15.22012579,0,1,0,0,0,0,0,0,0,0
-19.74842767,15.47169811,0,1,0,0,0,0,0,0,0,0
-19.74842767,15.72327044,0,1,0,0,0,0,0,0,0,0
-19.74842767,15.97484277,0,1,0,0,0,0,0,0,0,0
-19.74842767,16.22641509,0,1,0,0,0,0,0,0,0,0
-19.74842767,16.47798742,0,1,0,0,0,0,0,0,0,0
-19.74842767,16.72955975,0,1,0,0,0,0,0,0,0,0
-19.74842767,16.98113208,0,1,0,0,0,0,0,0,0,0
-19.74842767,17.2327044,0,1,0,0,0,0,0,0,0,0
-19.74842767,17.48427673,0,1,0,0,0,0,0,0,0,0
-19.74842767,17.73584906,0,1,0,0,0,0,0,0,0,0
-19.74842767,17.98742138,0,1,0,0,0,0,0,0,0,0
-19.74842767,18.23899371,0,1,0,0,0,0,0,0,0,0
-19.74842767,18.49056604,0,1,0,0,0,0,0,0,0,0
-19.74842767,18.74213836,0,1,0,0,0,0,0,0,0,0
-19.74842767,18.99371069,0,1,0,0,0,0,0,0,0,0
-19.74842767,19.24528302,0,1,0,0,0,0,0,0,0,0
-19.74842767,19.49685535,0,1,0,0,0,0,0,0,0,0
-19.74842767,19.74842767,0,1,0,0,0,0,0,0,0,0
-19.74842767,20,0,1,0,0,0,0,0,0,0,0
-19.49685535,-20,0,1,0,0,0,0,0,0,0,0
-19.49685535,-19.74842767,0,1,0,0,0,0,0,0,0,0
-19.49685535,-19.49685535,0,1,0,0,0,0,0,0,0,0
-19.49685535,-19.24528302,0,1,0,0,0,0,0,0,0,0
-19.49685535,-18.99371069,0,1,0,0,0,0,0,0,0,0
-19.49685535,-18.74213836,0,1,0,0,0,0,0,0,0,0
-19.49685535,-18.49056604,0,1,0,0,0,0,0,0,0,0
-19.49685535,-18.23899371,0,1,0,0,0,0,0,0,0,0
-19.49685535,-17.98742138,0,1,0,0,0,0,0,0,0,0
-19.49685535,-17.73584906,0,1,0,0,0,0,0,0,0,0
-19.49685535,-17.48427673,0,1,0,0,0,0,0,0,0,0
-19.49685535,-17.2327044,0,1,0,0,0,0,0,0,0,0
-19.49685535,-16.98113208,0,1,0,0,0,0,0,0,0,0
-19.49685535,-16.72955975,0,1,0,0,0,0,0,0,0,0
-19.49685535,-16.47798742,0,1,0,0,0,0,0,0,0,0
-19.49685535,-16.22641509,0,1,0,0,0,0,0,0,0,0
-19.49685535,-15.97484277,0,1,0,0,0,0,0,0,0,0
-19.49685535,-15.72327044,0,1,0,0,0,0,0,0,0,0
-19.49685535,-15.47169811,0,1,0,0,0,0,0,0,0,0
-19.49685535,-15.22012579,0,1,0,0,0,0,0,0,0,0
-19.49685535,-14.96855346,0,1,0,0,0,0,0,0,0,0
-19.49685535,-14.71698113,0,1,0,0,0,0,0,0,0,0
-19.49685535,-14.46540881,0,1,0,0,0,0,0,0,0,0
-19.49685535,-14.21383648,0,1,0,0,0,0,0,0,0,0
-19.49685535,-13.96226415,0,1,0,0,0,0,0,0,0,0
-19.49685535,-13.71069182,0,1,0,0,0,0,0,0,0,0
-19.49685535,-13.4591195,0,1,0,0,0,0,0,0,0,0
-19.49685535,-13.20754717,0,1,0,0,0,0,0,0,0,0
-19.49685535,-12.95597484,0,1,0,0,0,0,0,0,0,0
-19.49685535,-12.70440252,0,1,0,0,0,0,0,0,0,0
-19.49685535,-12.45283019,0,1,0,0,0,0,0,0,0,0
-19.49685535,-12.20125786,0,1,0,0,0,0,0,0,0,0
-19.49685535,-11.94968553,0,1,0,0,0,0,0,0,0,0
-19.49685535,-11.69811321,0,1,0,0,0,0,0,0,0,0
-19.49685535,-11.44654088,0,1,0,0,0,0,0,0,0,0
-19.49685535,-11.19496855,0,1,0,0,0,0,0,0,0,0
-19.49685535,-10.94339623,0,1,0,0,0,0,0,0,0,0
-19.49685535,-10.6918239,0,1,0,0,0,0,0,0,0,0
-19.49685535,-10.44025157,0,1,0,0,0,0,0,0,0,0
-19.49685535,-10.18867925,0,1,0,0,0,0,0,0,0,0
-19.49685535,-9.937106918,0,1,0,0,0,0,0,0,0,0
-19.49685535,-9.685534591,0,1,0,0,0,0,0,0,0,0
-19.49685535,-9.433962264,0,1,0,0,0,0,0,0,0,0
-19.49685535,-9.182389937,0,1,0,0,0,0,0,0,0,0
-19.49685535,-8.93081761,0,1,0,0,0,0,0,0,0,0
-19.49685535,-8.679245283,0,1,0,0,0,0,0,0,0,0
-19.49685535,-8.427672956,0,1,0,0,0,0,0,0,0,0
-19.49685535,-8.176100629,0,1,0,0,0,0,0,0,0,0
-19.49685535,-7.924528302,0,1,0,0,0,0,0,0,0,0
-19.49685535,-7.672955975,0,1,0,0,0,0,0,0,0,0
-19.49685535,-7.421383648,0,1,0,0,0,0,0,0,0,0
-19.49685535,-7.169811321,0,1,0,0,0,0,0,0,0,0
-19.49685535,-6.918238994,0,1,0,0,0,0,0,0,0,0
-19.49685535,-6.666666667,0,1,0,0,0,0,0,0,0,0
-19.49685535,-6.41509434,0,1,0,0,0,0,0,0,0,0
-19.49685535,-6.163522013,0,1,0,0,0,0,0,0,0,0
-19.49685535,-5.911949686,0,1,0,0,0,0,0,0,0,0
-19.49685535,-5.660377358,0,1,0,0,0,0,0,0,0,0
-19.49685535,-5.408805031,0,1,0,0,0,0,0,0,0,0
-19.49685535,-5.157232704,0,1,0,0,0,0,0,0,0,0
-19.49685535,-4.905660377,0,1,0,0,0,0,0,0,0,0
-19.49685535,-4.65408805,0,1,0,0,0,0,0,0,0,0
-19.49685535,-4.402515723,0,1,0,0,0,0,0,0,0,0
-19.49685535,-4.150943396,0,1,0,0,0,0,0,0,0,0
-19.49685535,-3.899371069,0,1,0,0,0,0,0,0,0,0
-19.49685535,-3.647798742,0,1,0,0,0,0,0,0,0,0
-19.49685535,-3.396226415,0,1,0,0,0,0,0,0,0,0
-19.49685535,-3.144654088,0,1,0,0,0,0,0,0,0,0
-19.49685535,-2.893081761,0,1,0,0,0,0,0,0,0,0
-19.49685535,-2.641509434,0,1,0,0,0,0,0,0,0,0
-19.49685535,-2.389937107,0,1,0,0,0,0,0,0,0,0
-19.49685535,-2.13836478,0,1,0,0,0,0,0,0,0,0
-19.49685535,-1.886792453,0,1,0,0,0,0,0,0,0,0
-19.49685535,-1.635220126,0,1,0,0,0,0,0,0,0,0
-19.49685535,-1.383647799,0,1,0,0,0,0,0,0,0,0
-19.49685535,-1.132075472,0,1,0,0,0,0,0,0,0,0
-19.49685535,-0.880503145,0,1,0,0,0,0,0,0,0,0
-19.49685535,-0.628930818,0,1,0,0,0,0,0,0,0,0
-19.49685535,-0.377358491,0,1,0,0,0,0,0,0,0,0
-19.49685535,-0.125786164,0,1,0,0,0,0,0,0,0,0
-19.49685535,0.125786164,0,1,0,0,0,0,0,0,0,0
-19.49685535,0.377358491,0,1,0,0,0,0,0,0,0,0
-19.49685535,0.628930818,0,1,0,0,0,0,0,0,0,0
-19.49685535,0.880503145,0,1,0,0,0,0,0,0,0,0
-19.49685535,1.132075472,0,1,0,0,0,0,0,0,0,0
-19.49685535,1.383647799,0,1,0,0,0,0,0,0,0,0
-19.49685535,1.635220126,0,1,0,0,0,0,0,0,0,0
-19.49685535,1.886792453,0,1,0,0,0,0,0,0,0,0
-19.49685535,2.13836478,0,1,0,0,0,0,0,0,0,0
-19.49685535,2.389937107,0,1,0,0,0,0,0,0,0,0
-19.49685535,2.641509434,0,1,0,0,0,0,0,0,0,0
-19.49685535,2.893081761,0,1,0,0,0,0,0,0,0,0
-19.49685535,3.144654088,0,1,0,0,0,0,0,0,0,0
-19.49685535,3.396226415,0,1,0,0,0,0,0,0,0,0
-19.49685535,3.647798742,0,1,0,0,0,0,0,0,0,0
-19.49685535,3.899371069,0,1,0,0,0,0,0,0,0,0
-19.49685535,4.150943396,0,1,0,0,0,0,0,0,0,0
-19.49685535,4.402515723,0,1,0,0,0,0,0,0,0,0
-19.49685535,4.65408805,0,1,0,0,0,0,0,0,0,0
-19.49685535,4.905660377,0,1,0,0,0,0,0,0,0,0
-19.49685535,5.157232704,0,1,0,0,0,0,0,0,0,0
-19.49685535,5.408805031,0,1,0,0,0,0,0,0,0,0
-19.49685535,5.660377358,0,1,0,0,0,0,0,0,0,0
-19.49685535,5.911949686,0,1,0,0,0,0,0,0,0,0
-19.49685535,6.163522013,0,1,0,0,0,0,0,0,0,0
-19.49685535,6.41509434,0,1,0,0,0,0,0,0,0,0
-19.49685535,6.666666667,0,1,0,0,0,0,0,0,0,0
-19.49685535,6.918238994,0,1,0,0,0,0,0,0,0,0
-19.49685535,7.169811321,0,1,0,0,0,0,0,0,0,0
-19.49685535,7.421383648,0,1,0,0,0,0,0,0,0,0
-19.49685535,7.672955975,0,1,0,0,0,0,0,0,0,0
-19.49685535,7.924528302,0,1,0,0,0,0,0,0,0,0
-19.49685535,8.176100629,0,1,0,0,0,0,0,0,0,0
