num_layers,num_node1,num_node2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,test_acc
1.2,10.2,11.3,0,1,0,0,0,0,0,0,0,0,0
2.2,16.6,13.8,0,1,0,0,0,0,0,0,0,0,0.836461126
0.9,15.1,12.8,0,1,0,0,0,0,0,0,0,0,0
2.1,16.3,10.7,0,1,0,0,0,0,0,0,0,0,0.932975871
2.4,2.1,23.4,0,1,0,0,0,0,0,0,0,0,0
2.3,1.7,23.3,0,1,0,0,0,0,0,0,0,0,0.128686327
1.4,15.8,8.1,0,1,0,0,0,0,0,0,0,0,0
1.7,14.4,11.2,0,1,0,0,0,0,0,0,0,0,0.965147453
0.1,9.3,21.9,0,1,0,0,0,0,0,0,0,0,0
2.3,5.8,14.6,0,1,0,0,0,0,0,0,0,0,0.772117962
2.9,3.6,5.9,0,1,0,0,0,0,0,0,0,0,0
1.8,5.8,11.8,0,1,0,0,0,0,0,0,0,0,0.860589812
0.5,19.2,20.2,0,1,0,0,0,0,0,0,0,0,0
1.6,1.7,4.8,0,1,0,0,0,0,0,0,0,0,0.707774799
0.4,2.7,9.6,0,1,0,0,0,0,0,0,0,0,0
2,4.6,9.1,0,1,0,0,0,0,0,0,0,0,0.865951743
2.4,6.6,8.7,0,1,0,0,0,0,0,0,0,0,0
2.2,4.1,12,0,1,0,0,0,0,0,0,0,0,0.785522788
1.4,3.6,6.4,0,1,0,0,0,0,0,0,0,0,0
1.9,10.1,7.2,0,1,0,0,0,0,0,0,0,0,0.986595174
0.5,10,7.4,0,1,0,0,0,0,0,0,0,0,0
2.3,2.1,18.9,0,1,0,0,0,0,0,0,0,0,0.407506702
0.2,2.6,19.5,0,1,0,0,0,0,0,0,0,0,0
1.9,15.3,6.3,0,1,0,0,0,0,0,0,0,0,0.965147453
0.8,21.8,23.4,0,1,0,0,0,0,0,0,0,0,0
2.1,17.2,8.1,0,1,0,0,0,0,0,0,0,0,0.932975871
1.5,12.2,12.7,0,1,0,0,0,0,0,0,0,0,0
2,12.6,3.1,0,1,0,0,0,0,0,0,0,0,0.930294906
2.4,3.2,16.3,0,1,0,0,0,0,0,0,0,0,0
2.1,8.2,22.3,0,1,0,0,0,0,0,0,0,0,0.431635389
1,8.1,3,0,1,0,0,0,0,0,0,0,0,0
