,emb_x,emb_y
195,-15.897435897435898,15.897435897435898
196,-15.897435897435898,16.92307692307692
197,-15.897435897435898,17.948717948717942
198,-15.897435897435898,18.97435897435897
199,-15.897435897435898,20.0
200,-14.871794871794872,-20.0
201,-14.871794871794872,-18.974358974358974
202,-14.871794871794872,-17.94871794871795
203,-14.871794871794872,-16.923076923076923
204,-14.871794871794872,-15.897435897435898
205,-14.871794871794872,-14.871794871794872
206,-14.871794871794872,-13.846153846153847
207,-14.871794871794872,-12.820512820512821
208,-14.871794871794872,-11.794871794871796
209,-14.871794871794872,-10.76923076923077
210,-14.871794871794872,-9.743589743589745
211,-14.871794871794872,-8.717948717948719
212,-14.871794871794872,-7.692307692307693
213,-14.871794871794872,-6.666666666666668
214,-14.871794871794872,-5.641025641025642
215,-14.871794871794872,-4.615384615384617
216,-14.871794871794872,-3.589743589743591
217,-14.871794871794872,-2.5641025641025657
218,-14.871794871794872,-1.53846153846154
219,-14.871794871794872,-0.5128205128205146
220,-14.871794871794872,0.512820512820511
221,-14.871794871794872,1.5384615384615365
222,-14.871794871794872,2.564102564102562
223,-14.871794871794872,3.5897435897435876
224,-14.871794871794872,4.615384615384613
225,-14.871794871794872,5.641025641025639
226,-14.871794871794872,6.666666666666664
227,-14.871794871794872,7.69230769230769
228,-14.871794871794872,8.717948717948715
229,-14.871794871794872,9.743589743589741
230,-14.871794871794872,10.769230769230766
231,-14.871794871794872,11.794871794871792
232,-14.871794871794872,12.820512820512818
233,-14.871794871794872,13.84615384615384
234,-14.871794871794872,14.871794871794869
235,-14.871794871794872,15.897435897435898
236,-14.871794871794872,16.92307692307692
237,-14.871794871794872,17.948717948717942
238,-14.871794871794872,18.97435897435897
239,-14.871794871794872,20.0
240,-13.846153846153847,-20.0
241,-13.846153846153847,-18.974358974358974
242,-13.846153846153847,-17.94871794871795
243,-13.846153846153847,-16.923076923076923
244,-13.846153846153847,-15.897435897435898
245,-13.846153846153847,-14.871794871794872
246,-13.846153846153847,-13.846153846153847
247,-13.846153846153847,-12.820512820512821
248,-13.846153846153847,-11.794871794871796
249,-13.846153846153847,-10.76923076923077
250,-13.846153846153847,-9.743589743589745
251,-13.846153846153847,-8.717948717948719
252,-13.846153846153847,-7.692307692307693
253,-13.846153846153847,-6.666666666666668
254,-13.846153846153847,-5.641025641025642
255,-13.846153846153847,-4.615384615384617
256,-13.846153846153847,-3.589743589743591
257,-13.846153846153847,-2.5641025641025657
258,-13.846153846153847,-1.53846153846154
259,-13.846153846153847,-0.5128205128205146
260,-13.846153846153847,0.512820512820511
261,-13.846153846153847,1.5384615384615365
262,-13.846153846153847,2.564102564102562
263,-13.846153846153847,3.5897435897435876
264,-13.846153846153847,4.615384615384613
265,-13.846153846153847,5.641025641025639
266,-13.846153846153847,6.666666666666664
267,-13.846153846153847,7.69230769230769
268,-13.846153846153847,8.717948717948715
269,-13.846153846153847,9.743589743589741
270,-13.846153846153847,10.769230769230766
271,-13.846153846153847,11.794871794871792
272,-13.846153846153847,12.820512820512818
273,-13.846153846153847,13.84615384615384
274,-13.846153846153847,14.871794871794869
275,-13.846153846153847,15.897435897435898
276,-13.846153846153847,16.92307692307692
277,-13.846153846153847,17.948717948717942
278,-13.846153846153847,18.97435897435897
279,-13.846153846153847,20.0
280,-12.820512820512821,-20.0
281,-12.820512820512821,-18.974358974358974
282,-12.820512820512821,-17.94871794871795
283,-12.820512820512821,-16.923076923076923
284,-12.820512820512821,-15.897435897435898
285,-12.820512820512821,-14.871794871794872
286,-12.820512820512821,-13.846153846153847
287,-12.820512820512821,-12.820512820512821
288,-12.820512820512821,-11.794871794871796
289,-12.820512820512821,-10.76923076923077
290,-12.820512820512821,-9.743589743589745
291,-12.820512820512821,-8.717948717948719
292,-12.820512820512821,-7.692307692307693
293,-12.820512820512821,-6.666666666666668
294,-12.820512820512821,-5.641025641025642
295,-12.820512820512821,-4.615384615384617
296,-12.820512820512821,-3.589743589743591
297,-12.820512820512821,-2.5641025641025657
298,-12.820512820512821,-1.53846153846154
299,-12.820512820512821,-0.5128205128205146
300,-12.820512820512821,0.512820512820511
301,-12.820512820512821,1.5384615384615365
302,-12.820512820512821,2.564102564102562
303,-12.820512820512821,3.5897435897435876
304,-12.820512820512821,4.615384615384613
305,-12.820512820512821,5.641025641025639
306,-12.820512820512821,6.666666666666664
307,-12.820512820512821,7.69230769230769
308,-12.820512820512821,8.717948717948715
309,-12.820512820512821,9.743589743589741
310,-12.820512820512821,10.769230769230766
311,-12.820512820512821,11.794871794871792
312,-12.820512820512821,12.820512820512818
313,-12.820512820512821,13.84615384615384
314,-12.820512820512821,14.871794871794869
315,-12.820512820512821,15.897435897435898
316,-12.820512820512821,16.92307692307692
317,-12.820512820512821,17.948717948717942
318,-12.820512820512821,18.97435897435897
319,-12.820512820512821,20.0
320,-11.794871794871796,-20.0
321,-11.794871794871796,-18.974358974358974
322,-11.794871794871796,-17.94871794871795
323,-11.794871794871796,-16.923076923076923
324,-11.794871794871796,-15.897435897435898
325,-11.794871794871796,-14.871794871794872
326,-11.794871794871796,-13.846153846153847
327,-11.794871794871796,-12.820512820512821
328,-11.794871794871796,-11.794871794871796
329,-11.794871794871796,-10.76923076923077
330,-11.794871794871796,-9.743589743589745
331,-11.794871794871796,-8.717948717948719
332,-11.794871794871796,-7.692307692307693
333,-11.794871794871796,-6.666666666666668
334,-11.794871794871796,-5.641025641025642
335,-11.794871794871796,-4.615384615384617
336,-11.794871794871796,-3.589743589743591
337,-11.794871794871796,-2.5641025641025657
338,-11.794871794871796,-1.53846153846154
339,-11.794871794871796,-0.5128205128205146
340,-11.794871794871796,0.512820512820511
341,-11.794871794871796,1.5384615384615365
342,-11.794871794871796,2.564102564102562
343,-11.794871794871796,3.5897435897435876
344,-11.794871794871796,4.615384615384613
345,-11.794871794871796,5.641025641025639
346,-11.794871794871796,6.666666666666664
347,-11.794871794871796,7.69230769230769
348,-11.794871794871796,8.717948717948715
349,-11.794871794871796,9.743589743589741
350,-11.794871794871796,10.769230769230766
351,-11.794871794871796,11.794871794871792
352,-11.794871794871796,12.820512820512818
353,-11.794871794871796,13.84615384615384
354,-11.794871794871796,14.871794871794869
355,-11.794871794871796,15.897435897435898
356,-11.794871794871796,16.92307692307692
357,-11.794871794871796,17.948717948717942
358,-11.794871794871796,18.97435897435897
359,-11.794871794871796,20.0
360,-10.76923076923077,-20.0
361,-10.76923076923077,-18.974358974358974
362,-10.76923076923077,-17.94871794871795
363,-10.76923076923077,-16.923076923076923
364,-10.76923076923077,-15.897435897435898
365,-10.76923076923077,-14.871794871794872
366,-10.76923076923077,-13.846153846153847
367,-10.76923076923077,-12.820512820512821
368,-10.76923076923077,-11.794871794871796
369,-10.76923076923077,-10.76923076923077
370,-10.76923076923077,-9.743589743589745
371,-10.76923076923077,-8.717948717948719
372,-10.76923076923077,-7.692307692307693
373,-10.76923076923077,-6.666666666666668
374,-10.76923076923077,-5.641025641025642
375,-10.76923076923077,-4.615384615384617
376,-10.76923076923077,-3.589743589743591
377,-10.76923076923077,-2.5641025641025657
378,-10.76923076923077,-1.53846153846154
379,-10.76923076923077,-0.5128205128205146
380,-10.76923076923077,0.512820512820511
381,-10.76923076923077,1.5384615384615365
382,-10.76923076923077,2.564102564102562
383,-10.76923076923077,3.5897435897435876
384,-10.76923076923077,4.615384615384613
385,-10.76923076923077,5.641025641025639
386,-10.76923076923077,6.666666666666664
387,-10.76923076923077,7.69230769230769
388,-10.76923076923077,8.717948717948715
389,-10.76923076923077,9.743589743589741
390,-10.76923076923077,10.769230769230766
391,-10.76923076923077,11.794871794871792
392,-10.76923076923077,12.820512820512818
393,-10.76923076923077,13.84615384615384
394,-10.76923076923077,14.871794871794869
395,-10.76923076923077,15.897435897435898
396,-10.76923076923077,16.92307692307692
397,-10.76923076923077,17.948717948717942
398,-10.76923076923077,18.97435897435897
399,-10.76923076923077,20.0
400,-9.743589743589745,-20.0
401,-9.743589743589745,-18.974358974358974
402,-9.743589743589745,-17.94871794871795
403,-9.743589743589745,-16.923076923076923
404,-9.743589743589745,-15.897435897435898
405,-9.743589743589745,-14.871794871794872
406,-9.743589743589745,-13.846153846153847
407,-9.743589743589745,-12.820512820512821
408,-9.743589743589745,-11.794871794871796
409,-9.743589743589745,-10.76923076923077
410,-9.743589743589745,-9.743589743589745
411,-9.743589743589745,-8.717948717948719
412,-9.743589743589745,-7.692307692307693
413,-9.743589743589745,-6.666666666666668
414,-9.743589743589745,-5.641025641025642
415,-9.743589743589745,-4.615384615384617
416,-9.743589743589745,-3.589743589743591
417,-9.743589743589745,-2.5641025641025657
418,-9.743589743589745,-1.53846153846154
419,-9.743589743589745,-0.5128205128205146
420,-9.743589743589745,0.512820512820511
421,-9.743589743589745,1.5384615384615365
422,-9.743589743589745,2.564102564102562
423,-9.743589743589745,3.5897435897435876
424,-9.743589743589745,4.615384615384613
425,-9.743589743589745,5.641025641025639
426,-9.743589743589745,6.666666666666664
427,-9.743589743589745,7.69230769230769
428,-9.743589743589745,8.717948717948715
429,-9.743589743589745,9.743589743589741
430,-9.743589743589745,10.769230769230766
431,-9.743589743589745,11.794871794871792
432,-9.743589743589745,12.820512820512818
433,-9.743589743589745,13.84615384615384
434,-9.743589743589745,14.871794871794869
435,-9.743589743589745,15.897435897435898
436,-9.743589743589745,16.92307692307692
437,-9.743589743589745,17.948717948717942
438,-9.743589743589745,18.97435897435897
439,-9.743589743589745,20.0
440,-8.717948717948719,-20.0
441,-8.717948717948719,-18.974358974358974
442,-8.717948717948719,-17.94871794871795
443,-8.717948717948719,-16.923076923076923
444,-8.717948717948719,-15.897435897435898
445,-8.717948717948719,-14.871794871794872
446,-8.717948717948719,-13.846153846153847
447,-8.717948717948719,-12.820512820512821
448,-8.717948717948719,-11.794871794871796
449,-8.717948717948719,-10.76923076923077
450,-8.717948717948719,-9.743589743589745
451,-8.717948717948719,-8.717948717948719
452,-8.717948717948719,-7.692307692307693
453,-8.717948717948719,-6.666666666666668
454,-8.717948717948719,-5.641025641025642
455,-8.717948717948719,-4.615384615384617
456,-8.717948717948719,-3.589743589743591
457,-8.717948717948719,-2.5641025641025657
458,-8.717948717948719,-1.53846153846154
459,-8.717948717948719,-0.5128205128205146
460,-8.717948717948719,0.512820512820511
461,-8.717948717948719,1.5384615384615365
462,-8.717948717948719,2.564102564102562
463,-8.717948717948719,3.5897435897435876
464,-8.717948717948719,4.615384615384613
465,-8.717948717948719,5.641025641025639
466,-8.717948717948719,6.666666666666664
467,-8.717948717948719,7.69230769230769
468,-8.717948717948719,8.717948717948715
469,-8.717948717948719,9.743589743589741
470,-8.717948717948719,10.769230769230766
471,-8.717948717948719,11.794871794871792
472,-8.717948717948719,12.820512820512818
473,-8.717948717948719,13.84615384615384
474,-8.717948717948719,14.871794871794869
475,-8.717948717948719,15.897435897435898
476,-8.717948717948719,16.92307692307692
477,-8.717948717948719,17.948717948717942
478,-8.717948717948719,18.97435897435897
479,-8.717948717948719,20.0
480,-7.692307692307693,-20.0
481,-7.692307692307693,-18.974358974358974
482,-7.692307692307693,-17.94871794871795
483,-7.692307692307693,-16.923076923076923
484,-7.692307692307693,-15.897435897435898
485,-7.692307692307693,-14.871794871794872
486,-7.692307692307693,-13.846153846153847
487,-7.692307692307693,-12.820512820512821
488,-7.692307692307693,-11.794871794871796
489,-7.692307692307693,-10.76923076923077
490,-7.692307692307693,-9.743589743589745
491,-7.692307692307693,-8.717948717948719
492,-7.692307692307693,-7.692307692307693
493,-7.692307692307693,-6.666666666666668
494,-7.692307692307693,-5.641025641025642
495,-7.692307692307693,-4.615384615384617
496,-7.692307692307693,-3.589743589743591
497,-7.692307692307693,-2.5641025641025657
498,-7.692307692307693,-1.53846153846154
499,-7.692307692307693,-0.5128205128205146
500,-7.692307692307693,0.512820512820511
501,-7.692307692307693,1.5384615384615365
502,-7.692307692307693,2.564102564102562
503,-7.692307692307693,3.5897435897435876
504,-7.692307692307693,4.615384615384613
505,-7.692307692307693,5.641025641025639
506,-7.692307692307693,6.666666666666664
507,-7.692307692307693,7.69230769230769
508,-7.692307692307693,8.717948717948715
509,-7.692307692307693,9.743589743589741
510,-7.692307692307693,10.769230769230766
511,-7.692307692307693,11.794871794871792
512,-7.692307692307693,12.820512820512818
513,-7.692307692307693,13.84615384615384
514,-7.692307692307693,14.871794871794869
515,-7.692307692307693,15.897435897435898
516,-7.692307692307693,16.92307692307692
517,-7.692307692307693,17.948717948717942
518,-7.692307692307693,18.97435897435897
519,-7.692307692307693,20.0
520,-6.666666666666668,-20.0
521,-6.666666666666668,-18.974358974358974
522,-6.666666666666668,-17.94871794871795
523,-6.666666666666668,-16.923076923076923
524,-6.666666666666668,-15.897435897435898
525,-6.666666666666668,-14.871794871794872
526,-6.666666666666668,-13.846153846153847
527,-6.666666666666668,-12.820512820512821
528,-6.666666666666668,-11.794871794871796
529,-6.666666666666668,-10.76923076923077
530,-6.666666666666668,-9.743589743589745
531,-6.666666666666668,-8.717948717948719
532,-6.666666666666668,-7.692307692307693
533,-6.666666666666668,-6.666666666666668
534,-6.666666666666668,-5.641025641025642
535,-6.666666666666668,-4.615384615384617
536,-6.666666666666668,-3.589743589743591
537,-6.666666666666668,-2.5641025641025657
538,-6.666666666666668,-1.53846153846154
539,-6.666666666666668,-0.5128205128205146
540,-6.666666666666668,0.512820512820511
541,-6.666666666666668,1.5384615384615365
542,-6.666666666666668,2.564102564102562
543,-6.666666666666668,3.5897435897435876
544,-6.666666666666668,4.615384615384613
545,-6.666666666666668,5.641025641025639
546,-6.666666666666668,6.666666666666664
547,-6.666666666666668,7.69230769230769
548,-6.666666666666668,8.717948717948715
549,-6.666666666666668,9.743589743589741
550,-6.666666666666668,10.769230769230766
551,-6.666666666666668,11.794871794871792
552,-6.666666666666668,12.820512820512818
553,-6.666666666666668,13.84615384615384
554,-6.666666666666668,14.871794871794869
555,-6.666666666666668,15.897435897435898
556,-6.666666666666668,16.92307692307692
557,-6.666666666666668,17.948717948717942
558,-6.666666666666668,18.97435897435897
559,-6.666666666666668,20.0
560,-5.641025641025642,-20.0
561,-5.641025641025642,-18.974358974358974
562,-5.641025641025642,-17.94871794871795
563,-5.641025641025642,-16.923076923076923
564,-5.641025641025642,-15.897435897435898
565,-5.641025641025642,-14.871794871794872
566,-5.641025641025642,-13.846153846153847
567,-5.641025641025642,-12.820512820512821
568,-5.641025641025642,-11.794871794871796
569,-5.641025641025642,-10.76923076923077
570,-5.641025641025642,-9.743589743589745
571,-5.641025641025642,-8.717948717948719
572,-5.641025641025642,-7.692307692307693
573,-5.641025641025642,-6.666666666666668
574,-5.641025641025642,-5.641025641025642
575,-5.641025641025642,-4.615384615384617
576,-5.641025641025642,-3.589743589743591
577,-5.641025641025642,-2.5641025641025657
578,-5.641025641025642,-1.53846153846154
579,-5.641025641025642,-0.5128205128205146
580,-5.641025641025642,0.512820512820511
581,-5.641025641025642,1.5384615384615365
582,-5.641025641025642,2.564102564102562
583,-5.641025641025642,3.5897435897435876
584,-5.641025641025642,4.615384615384613
585,-5.641025641025642,5.641025641025639
586,-5.641025641025642,6.666666666666664
587,-5.641025641025642,7.69230769230769
588,-5.641025641025642,8.717948717948715
589,-5.641025641025642,9.743589743589741
590,-5.641025641025642,10.769230769230766
591,-5.641025641025642,11.794871794871792
592,-5.641025641025642,12.820512820512818
593,-5.641025641025642,13.84615384615384
594,-5.641025641025642,14.871794871794869
595,-5.641025641025642,15.897435897435898
596,-5.641025641025642,16.92307692307692
597,-5.641025641025642,17.948717948717942
598,-5.641025641025642,18.97435897435897
599,-5.641025641025642,20.0
600,-4.615384615384617,-20.0
601,-4.615384615384617,-18.974358974358974
602,-4.615384615384617,-17.94871794871795
603,-4.615384615384617,-16.923076923076923
604,-4.615384615384617,-15.897435897435898
605,-4.615384615384617,-14.871794871794872
606,-4.615384615384617,-13.846153846153847
607,-4.615384615384617,-12.820512820512821
608,-4.615384615384617,-11.794871794871796
609,-4.615384615384617,-10.76923076923077
610,-4.615384615384617,-9.743589743589745
611,-4.615384615384617,-8.717948717948719
612,-4.615384615384617,-7.692307692307693
613,-4.615384615384617,-6.666666666666668
614,-4.615384615384617,-5.641025641025642
615,-4.615384615384617,-4.615384615384617
616,-4.615384615384617,-3.589743589743591
617,-4.615384615384617,-2.5641025641025657
618,-4.615384615384617,-1.53846153846154
619,-4.615384615384617,-0.5128205128205146
620,-4.615384615384617,0.512820512820511
621,-4.615384615384617,1.5384615384615365
622,-4.615384615384617,2.564102564102562
623,-4.615384615384617,3.5897435897435876
624,-4.615384615384617,4.615384615384613
625,-4.615384615384617,5.641025641025639
626,-4.615384615384617,6.666666666666664
627,-4.615384615384617,7.69230769230769
628,-4.615384615384617,8.717948717948715
629,-4.615384615384617,9.743589743589741
630,-4.615384615384617,10.769230769230766
631,-4.615384615384617,11.794871794871792
632,-4.615384615384617,12.820512820512818
633,-4.615384615384617,13.84615384615384
634,-4.615384615384617,14.871794871794869
635,-4.615384615384617,15.897435897435898
636,-4.615384615384617,16.92307692307692
637,-4.615384615384617,17.948717948717942
638,-4.615384615384617,18.97435897435897
639,-4.615384615384617,20.0
640,-3.589743589743591,-20.0
641,-3.589743589743591,-18.974358974358974
642,-3.589743589743591,-17.94871794871795
643,-3.589743589743591,-16.923076923076923
644,-3.589743589743591,-15.897435897435898
645,-3.589743589743591,-14.871794871794872
646,-3.589743589743591,-13.846153846153847
647,-3.589743589743591,-12.820512820512821
648,-3.589743589743591,-11.794871794871796
649,-3.589743589743591,-10.76923076923077
650,-3.589743589743591,-9.743589743589745
651,-3.589743589743591,-8.717948717948719
652,-3.589743589743591,-7.692307692307693
653,-3.589743589743591,-6.666666666666668
654,-3.589743589743591,-5.641025641025642
655,-3.589743589743591,-4.615384615384617
656,-3.589743589743591,-3.589743589743591
657,-3.589743589743591,-2.5641025641025657
658,-3.589743589743591,-1.53846153846154
659,-3.589743589743591,-0.5128205128205146
660,-3.589743589743591,0.512820512820511
661,-3.589743589743591,1.5384615384615365
662,-3.589743589743591,2.564102564102562
663,-3.589743589743591,3.5897435897435876
664,-3.589743589743591,4.615384615384613
665,-3.589743589743591,5.641025641025639
666,-3.589743589743591,6.666666666666664
667,-3.589743589743591,7.69230769230769
668,-3.589743589743591,8.717948717948715
669,-3.589743589743591,9.743589743589741
670,-3.589743589743591,10.769230769230766
671,-3.589743589743591,11.794871794871792
672,-3.589743589743591,12.820512820512818
673,-3.589743589743591,13.84615384615384
674,-3.589743589743591,14.871794871794869
675,-3.589743589743591,15.897435897435898
676,-3.589743589743591,16.92307692307692
677,-3.589743589743591,17.948717948717942
678,-3.589743589743591,18.97435897435897
679,-3.589743589743591,20.0
680,-2.5641025641025657,-20.0
681,-2.5641025641025657,-18.974358974358974
682,-2.5641025641025657,-17.94871794871795
683,-2.5641025641025657,-16.923076923076923
684,-2.5641025641025657,-15.897435897435898
685,-2.5641025641025657,-14.871794871794872
686,-2.5641025641025657,-13.846153846153847
687,-2.5641025641025657,-12.820512820512821
688,-2.5641025641025657,-11.794871794871796
689,-2.5641025641025657,-10.76923076923077
690,-2.5641025641025657,-9.743589743589745
691,-2.5641025641025657,-8.717948717948719
692,-2.5641025641025657,-7.692307692307693
693,-2.5641025641025657,-6.666666666666668
694,-2.5641025641025657,-5.641025641025642
695,-2.5641025641025657,-4.615384615384617
696,-2.5641025641025657,-3.589743589743591
697,-2.5641025641025657,-2.5641025641025657
698,-2.5641025641025657,-1.53846153846154
699,-2.5641025641025657,-0.5128205128205146
700,-2.5641025641025657,0.512820512820511
701,-2.5641025641025657,1.5384615384615365
702,-2.5641025641025657,2.564102564102562
703,-2.5641025641025657,3.5897435897435876
704,-2.5641025641025657,4.615384615384613
705,-2.5641025641025657,5.641025641025639
706,-2.5641025641025657,6.666666666666664
707,-2.5641025641025657,7.69230769230769
708,-2.5641025641025657,8.717948717948715
709,-2.5641025641025657,9.743589743589741
710,-2.5641025641025657,10.769230769230766
711,-2.5641025641025657,11.794871794871792
712,-2.5641025641025657,12.820512820512818
713,-2.5641025641025657,13.84615384615384
714,-2.5641025641025657,14.871794871794869
715,-2.5641025641025657,15.897435897435898
716,-2.5641025641025657,16.92307692307692
717,-2.5641025641025657,17.948717948717942
718,-2.5641025641025657,18.97435897435897
719,-2.5641025641025657,20.0
720,-1.53846153846154,-20.0
721,-1.53846153846154,-18.974358974358974
722,-1.53846153846154,-17.94871794871795
723,-1.53846153846154,-16.923076923076923
724,-1.53846153846154,-15.897435897435898
725,-1.53846153846154,-14.871794871794872
