0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
0.99999976,-0.99999976
