-20.0,-20.0,0.0
-20.0,-19.74842767,0.0
-20.0,-19.49685535,0.0
-20.0,-19.24528302,0.0
-20.0,-18.99371069,0.0
-20.0,-18.74213836,0.0
-20.0,-18.49056604,0.0
-20.0,-18.23899371,0.0
-20.0,-17.98742138,0.0
-20.0,-17.73584906,0.0
-20.0,-17.48427673,0.0
-20.0,-17.2327044,0.0
-20.0,-16.98113208,0.0
-20.0,-16.72955975,0.0
-20.0,-16.47798742,0.0
-20.0,-16.22641509,0.0
-20.0,-15.97484277,0.0
-20.0,-15.72327044,0.0
-20.0,-15.47169811,0.0
-20.0,-15.22012579,0.0
-20.0,-14.96855346,0.0
-20.0,-14.71698113,0.0
-20.0,-14.46540881,0.0
-20.0,-14.21383648,0.0
-20.0,-13.96226415,0.0
-20.0,-13.71069182,0.0
-20.0,-13.4591195,0.0
-20.0,-13.20754717,0.0
-20.0,-12.95597484,0.0
-20.0,-12.70440252,0.0
-20.0,-12.45283019,0.0
-20.0,-12.20125786,0.0
-20.0,-11.94968553,0.0
-20.0,-11.69811321,0.0
-20.0,-11.44654088,0.0
-20.0,-11.19496855,0.0
-20.0,-10.94339623,0.0
-20.0,-10.6918239,0.0
-20.0,-10.44025157,0.0
-20.0,-10.18867925,0.0
-20.0,-9.937106918,0.0
-20.0,-9.685534591,0.0
-20.0,-9.433962264,0.0
-20.0,-9.182389937,0.0
-20.0,-8.93081761,0.0
-20.0,-8.679245283,0.0
-20.0,-8.427672956,0.0
-20.0,-8.176100629,0.0
-20.0,-7.924528302,0.0
-20.0,-7.672955975,0.0
-20.0,-7.421383648,0.0
-20.0,-7.169811321,0.0
-20.0,-6.918238994,0.0
-20.0,-6.666666667,0.0
-20.0,-6.41509434,0.0
-20.0,-6.163522013,0.0
-20.0,-5.911949686,0.0
-20.0,-5.660377358,0.0
-20.0,-5.408805031,0.0
-20.0,-5.157232704,0.0
-20.0,-4.905660377,0.0
-20.0,-4.65408805,0.0
-20.0,-4.402515723,0.0
-20.0,-4.150943396,0.0
-20.0,-3.899371069,0.0
-20.0,-3.647798742,0.0
-20.0,-3.396226415,0.0
-20.0,-3.144654088,0.0
-20.0,-2.893081761,0.0
-20.0,-2.641509434,0.0
-20.0,-2.389937107,0.0
-20.0,-2.13836478,0.0
-20.0,-1.886792453,0.0
-20.0,-1.635220126,0.0
-20.0,-1.383647799,0.0
-20.0,-1.132075472,0.0
-20.0,-0.880503145,0.0
-20.0,-0.628930818,0.0
-20.0,-0.377358491,0.0
-20.0,-0.125786164,0.0
-20.0,0.125786164,0.0
-20.0,0.377358491,0.0
-20.0,0.628930818,0.0
-20.0,0.880503145,0.0
-20.0,1.132075472,0.0
-20.0,1.383647799,0.0
-20.0,1.635220126,0.0
-20.0,1.886792453,0.0
-20.0,2.13836478,0.0
-20.0,2.389937107,0.0
-20.0,2.641509434,0.0
-20.0,2.893081761,0.0
-20.0,3.144654088,0.0
-20.0,3.396226415,0.0
-20.0,3.647798742,0.0
-20.0,3.899371069,0.0
-20.0,4.150943396,0.0
-20.0,4.402515723,0.0
-20.0,4.65408805,0.0
-20.0,4.905660377,0.0
-20.0,5.157232704,0.0
-20.0,5.408805031,0.0
-20.0,5.660377358,0.0
-20.0,5.911949686,0.0
-20.0,6.163522013,0.0
-20.0,6.41509434,0.0
-20.0,6.666666667,0.0
-20.0,6.918238994,0.0
-20.0,7.169811321,0.0
-20.0,7.421383648,0.0
-20.0,7.672955975,0.0
-20.0,7.924528302,0.0
-20.0,8.176100629,0.0
-20.0,8.427672956,0.0
-20.0,8.679245283,0.0
-20.0,8.93081761,0.0
-20.0,9.182389937,0.0
-20.0,9.433962264,0.0
-20.0,9.685534591,0.0
-20.0,9.937106918,0.0
-20.0,10.18867925,0.0
-20.0,10.44025157,0.0
-20.0,10.6918239,0.0
-20.0,10.94339623,0.0
-20.0,11.19496855,0.0
-20.0,11.44654088,0.0
-20.0,11.69811321,0.0
-20.0,11.94968553,0.0
-20.0,12.20125786,0.0
-20.0,12.45283019,0.0
-20.0,12.70440252,0.0
-20.0,12.95597484,0.0
-20.0,13.20754717,0.0
-20.0,13.4591195,0.0
-20.0,13.71069182,0.0
-20.0,13.96226415,0.0
-20.0,14.21383648,0.0
-20.0,14.46540881,0.0
-20.0,14.71698113,0.0
-20.0,14.96855346,0.0
-20.0,15.22012579,0.0
