-20.0,-20.0,-0.5835666,-0.11920018
-20.0,-19.74842767,-0.5889704,-0.12295176
-20.0,-19.49685535,-0.59432214,-0.12669998
-20.0,-19.24528302,-0.59962165,-0.13044468
-20.0,-18.99371069,-0.60486937,-0.13418543
-20.0,-18.74213836,-0.6100648,-0.13792239
-20.0,-18.49056604,-0.6152084,-0.14165546
-20.0,-18.23899371,-0.6203001,-0.14538471
-20.0,-17.98742138,-0.62534,-0.14910981
-20.0,-17.73584906,-0.6303284,-0.15283048
-20.0,-17.48427673,-0.6352653,-0.15654698
-20.0,-17.2327044,-0.6401508,-0.16025889
-20.0,-16.98113208,-0.6449849,-0.16396663
-20.0,-16.72955975,-0.6497682,-0.16766949
-20.0,-16.47798742,-0.65450037,-0.17136762
-20.0,-16.22641509,-0.65918183,-0.17506094
-20.0,-15.97484277,-0.663813,-0.17874943
-20.0,-15.72327044,-0.6683935,-0.18243265
-20.0,-15.47169811,-0.67292404,-0.18611096
-20.0,-15.22012579,-0.6774044,-0.18978396
-20.0,-14.96855346,-0.6818353,-0.19345164
-20.0,-14.71698113,-0.68621665,-0.19711421
-20.0,-14.46540881,-0.6905488,-0.20077096
-20.0,-14.21383648,-0.69483197,-0.20442228
-20.0,-13.96226415,-0.69906646,-0.20806783
-20.0,-13.71069182,-0.7032524,-0.21170744
-20.0,-13.4591195,-0.7073902,-0.2153413
-20.0,-13.20754717,-0.71148,-0.21896957
-20.0,-12.95597484,-0.7155222,-0.22259142
-20.0,-12.70440252,-0.71951705,-0.22620729
-20.0,-12.45283019,-0.7234648,-0.229817
-20.0,-12.20125786,-0.7273658,-0.2334202
-20.0,-11.94968553,-0.7312204,-0.23701708
-20.0,-11.69811321,-0.7350288,-0.24060753
-20.0,-11.44654088,-0.7387915,-0.2441913
-20.0,-11.19496855,-0.7425086,-0.24776854
-20.0,-10.94339623,-0.74618053,-0.25133893
-20.0,-10.6918239,-0.7498076,-0.25490266
-20.0,-10.44025157,-0.7533903,-0.25845915
-20.0,-10.18867925,-0.7569286,-0.26200888
-20.0,-9.937106918,-0.76042324,-0.26555148
-20.0,-9.685534591,-0.76387435,-0.269087
-20.0,-9.433962264,-0.76728225,-0.27261543
-20.0,-9.182389937,-0.76909715,-0.26162156
-20.0,-8.93081761,-0.7705322,-0.24706952
-20.0,-8.679245283,-0.770584,-0.2375881
-20.0,-8.427672956,-0.7696482,-0.23177485
-20.0,-8.176100629,-0.7687091,-0.22594498
-20.0,-7.924528302,-0.7677667,-0.22009869
-20.0,-7.672955975,-0.76682097,-0.21423675
-20.0,-7.421383648,-0.76587194,-0.20835936
-20.0,-7.169811321,-0.7649195,-0.2024668
-20.0,-6.918238994,-0.7639638,-0.19655964
-20.0,-6.666666667,-0.7630047,-0.190638
-20.0,-6.41509434,-0.7620422,-0.18470253
-20.0,-6.163522013,-0.7610762,-0.17875357
-20.0,-5.911949686,-0.7601071,-0.17279169
-20.0,-5.660377358,-0.7591344,-0.16681682
-20.0,-5.408805031,-0.75815827,-0.16082989
-20.0,-5.157232704,-0.7571788,-0.154831
-20.0,-4.905660377,-0.75619596,-0.14882077
-20.0,-4.65408805,-0.7552097,-0.14279935
-20.0,-4.402515723,-0.75421995,-0.13676754
-20.0,-4.150943396,-0.75322676,-0.13072532
-20.0,-3.899371069,-0.7522301,-0.12467351
-20.0,-3.647798742,-0.75123006,-0.11861263
-20.0,-3.396226415,-0.75022656,-0.112542436
-20.0,-3.144654088,-0.7492195,-0.106464155
-20.0,-2.893081761,-0.7482091,-0.10037785
-20.0,-2.641509434,-0.747195,-0.09428406
-20.0,-2.389937107,-0.7461775,-0.08818321
-20.0,-2.13836478,-0.7451565,-0.08207554
-20.0,-1.886792453,-0.74413216,-0.07596197
-20.0,-1.635220126,-0.7431042,-0.06984245
-20.0,-1.383647799,-0.7420727,-0.06371773
-20.0,-1.132075472,-0.7410378,-0.057588365
