-20.0,-20.0,-0.5719451,-0.5719451,-0.001039732
-20.0,-19.74842767,-0.5792075,-0.5792075,-0.0010721586
-20.0,-19.49685535,-0.5863796,-0.5863796,-0.0011045467
-20.0,-19.24528302,-0.59346056,-0.59346056,-0.0011368961
-20.0,-18.99371069,-0.60045105,-0.60045105,-0.001169207
-20.0,-18.74213836,-0.607351,-0.607351,-0.0012014813
-20.0,-18.49056604,-0.6141604,-0.6141604,-0.0012337158
-20.0,-18.23899371,-0.62087935,-0.62087935,-0.0012658838
-20.0,-17.98742138,-0.6275087,-0.6275087,-0.0012983716
-20.0,-17.73584906,-0.63404804,-0.63404804,-0.0013308795
-20.0,-17.48427673,-0.6404981,-0.6404981,-0.0013633514
-20.0,-17.2327044,-0.64685893,-0.64685893,-0.001395785
-20.0,-16.98113208,-0.65313095,-0.65313095,-0.0014281811
-20.0,-16.72955975,-0.6593147,-0.6593147,-0.0014605407
-20.0,-16.47798742,-0.6654105,-0.6654105,-0.001492863
-20.0,-16.22641509,-0.671419,-0.671419,-0.0015251487
-20.0,-15.97484277,-0.6773402,-0.6773402,-0.0015574511
-20.0,-15.72327044,-0.6831753,-0.6831753,-0.0015916348
-20.0,-15.47169811,-0.6889242,-0.6889242,-0.0016257814
-20.0,-15.22012579,-0.6945878,-0.6945878,-0.0016598905
-20.0,-14.96855346,-0.70016646,-0.70016646,-0.0016939635
-20.0,-14.71698113,-0.7056609,-0.7056609,-0.0017279994
-20.0,-14.46540881,-0.7110718,-0.7110718,-0.0017619997
-20.0,-14.21383648,-0.7164,-0.7164,-0.0017959637
-20.0,-13.96226415,-0.72164565,-0.72164565,-0.0018298922
-20.0,-13.71069182,-0.7268099,-0.7268099,-0.0018635402
-20.0,-13.4591195,-0.7318933,-0.7318933,-0.0018951996
-20.0,-13.20754717,-0.73689616,-0.73689616,-0.0019268276
-20.0,-12.95597484,-0.74182004,-0.74182004,-0.0019584254
-20.0,-12.70440252,-0.7466649,-0.7466649,-0.0019899919
-20.0,-12.45283019,-0.75143206,-0.75143206,-0.0020215283
-20.0,-12.20125786,-0.7561219,-0.7561219,-0.002053034
-20.0,-11.94968553,-0.7607351,-0.7607351,-0.0020845104
-20.0,-11.69811321,-0.76527303,-0.76527303,-0.0021159574
-20.0,-11.44654088,-0.769736,-0.769736,-0.0021473751
-20.0,-11.19496855,-0.77412504,-0.77412504,-0.002178594
-20.0,-10.94339623,-0.77844095,-0.77844095,-0.0022054606
-20.0,-10.6918239,-0.7826844,-0.7826844,-0.0022313895
-20.0,-10.44025157,-0.7868564,-0.7868564,-0.002257295
-20.0,-10.18867925,-0.7909576,-0.7909576,-0.002283178
-20.0,-9.937106918,-0.794989,-0.794989,-0.0023090376
-20.0,-9.685534591,-0.7989513,-0.7989513,-0.0023372986
-20.0,-9.433962264,-0.8028455,-0.8028455,-0.0023677705
-20.0,-9.182389937,-0.80667245,-0.80667245,-0.0023982166
-20.0,-8.93081761,-0.8104328,-0.8104328,-0.0024286394
-20.0,-8.679245283,-0.8141276,-0.8141276,-0.0024590371
-20.0,-8.427672956,-0.8177576,-0.8177576,-0.002489411
-20.0,-8.176100629,-0.82132375,-0.82132375,-0.002519762
-20.0,-7.924528302,-0.8248269,-0.8248269,-0.0025500895
-20.0,-7.672955975,-0.82826763,-0.82826763,-0.002580394
-20.0,-7.421383648,-0.83164704,-0.83164704,-0.0026106758
-20.0,-7.169811321,-0.8349662,-0.8349662,-0.0026409363
-20.0,-6.918238994,-0.8374604,-0.8374604,-0.0026711624
-20.0,-6.666666667,-0.83653384,-0.83653384,-0.0027013496
-20.0,-6.41509434,-0.8356028,-0.8356028,-0.0027315794
-20.0,-6.163522013,-0.8346668,-0.8346668,-0.0027618518
-20.0,-5.911949686,-0.83372587,-0.83372587,-0.0027921672
-20.0,-5.660377358,-0.83278006,-0.83278006,-0.0028225258
-20.0,-5.408805031,-0.8318294,-0.8318294,-0.00285293
-20.0,-5.157232704,-0.8308738,-0.8308738,-0.0028833786
-20.0,-4.905660377,-0.82991326,-0.82991326,-0.002913874
-20.0,-4.65408805,-0.8289479,-0.8289479,-0.0029444145
-20.0,-4.402515723,-0.82787186,-0.82787186,-0.0029595157
-20.0,-4.150943396,-0.8265926,-0.8265926,-0.0029714217
-20.0,-3.899371069,-0.825305,-0.825305,-0.0029833263
-20.0,-3.647798742,-0.82401025,-0.82401025,-0.0029944929
-20.0,-3.396226415,-0.82274103,-0.82274103,-0.0030054958
-20.0,-3.144654088,-0.82146347,-0.82146347,-0.0030164977
-20.0,-2.893081761,-0.82017773,-0.82017773,-0.0030274983
-20.0,-2.641509434,-0.8188836,-0.8188836,-0.003038497
-20.0,-2.389937107,-0.8175811,-0.8175811,-0.0030494947
-20.0,-2.13836478,-0.8162702,-0.8162702,-0.0030604904
-20.0,-1.886792453,-0.81495076,-0.81495076,-0.0030714853
-20.0,-1.635220126,-0.8136228,-0.8136228,-0.003082479
-20.0,-1.383647799,-0.81228626,-0.81228626,-0.0030934708
-20.0,-1.132075472,-0.8109414,-0.8109414,-0.0031044618
-20.0,-0.880503145,-0.80958766,-0.80958766,-0.003115451
-20.0,-0.628930818,-0.8083501,-0.8083501,-0.0031264622
-20.0,-0.377358491,-0.8079906,-0.8079906,-0.0031376374
-20.0,-0.125786164,-0.8076305,-0.8076305,-0.0031488126
-20.0,0.125786164,-0.8072698,-0.8072698,-0.0031599877
-20.0,0.377358491,-0.8069084,-0.8069084,-0.003171163
-20.0,0.628930818,-0.80654657,-0.80654657,-0.003182338
-20.0,0.880503145,-0.806184,-0.806184,-0.0031935123
-20.0,1.132075472,-0.8058209,-0.8058209,-0.0032046875
-20.0,1.383647799,-0.8054573,-0.8054573,-0.0032158622
